충전소ID,충전소명,충전기ID,충전기명,충전기용량(kw)
1907,중흥S-클래스파크뷰가락마을15단지,5548,완속01,7
1907,중흥S-클래스파크뷰가락마을15단지,5549,완속02,7
1908,금산렉시움,5550,완속01,7
1908,금산렉시움,5551,완속02,7
1909,당진하늘채,5552,급속01,50
1909,당진하늘채,5553,완속01,7
1909,당진하늘채,5554,완속02,7
191,늘푸른전당,601,급속01,50
191,늘푸른전당,623,완속01,7
1910,원당이안 아파트,5555,급속01,50
1910,원당이안 아파트,5556,완속01,7
1910,원당이안 아파트,5557,완속02,7
1910,원당이안 아파트,5558,완속03,7
1911,노은4단지 아파트,5559,급속01,50
1911,노은4단지 아파트,5560,완속01,7
1911,노은4단지 아파트,5561,완속02,7
1911,노은4단지 아파트,5562,완속03,7
1912,무지개 아파트(서대전),5563,급속01,50
1912,무지개 아파트(서대전),5564,완속01,7
1912,무지개 아파트(서대전),5565,완속02,7
1912,무지개 아파트(서대전),5566,완속03,7
1913,삼성래미안 아파트1단지,5567,급속01,50
1913,삼성래미안 아파트1단지,5568,완속01,7
1913,삼성래미안 아파트1단지,5569,완속02,7
1913,삼성래미안 아파트1단지,5570,완속03,7
1914,삼성래미안 아파트2단지,5571,급속01,50
1914,삼성래미안 아파트2단지,5572,완속01,7
1914,삼성래미안 아파트2단지,5573,완속02,7
1914,삼성래미안 아파트2단지,5574,완속03,7
1915,송림마을1단지 아파트,5575,급속01,50
1915,송림마을1단지 아파트,5576,완속01,7
1915,송림마을1단지 아파트,5577,완속02,7
1916,엄사삼진 아파트,5578,급속01,50
1917,초록마을리슈빌 아파트,5579,급속01,50
1917,초록마을리슈빌 아파트,5580,완속01,7
1917,초록마을리슈빌 아파트,5581,완속02,7
1918,트리풀시티9단지 아파트,5582,급속01,50
1918,트리풀시티9단지 아파트,5583,급속02,50
1918,트리풀시티9단지 아파트,5584,완속01,7
1918,트리풀시티9단지 아파트,5585,완속02,7
1918,트리풀시티9단지 아파트,5586,완속03,7
1918,트리풀시티9단지 아파트,5587,완속04,7
1918,트리풀시티9단지 아파트,5588,완속05,7
1919,파랑새 아파트,5589,급속01,50
1919,파랑새 아파트,5590,완속01,7
1919,파랑새 아파트,5591,완속02,7
1921,라송센트럴카운티 아파트,5596,급속01,50
1921,라송센트럴카운티 아파트,5597,완속01,7
1921,라송센트럴카운티 아파트,5598,완속02,7
1921,라송센트럴카운티 아파트,5599,완속03,7
1922,인후휴먼시아,5600,급속01,50
1922,인후휴먼시아,5601,완속01,7
1922,인후휴먼시아,5602,완속02,7
1923,전주부영6차,5603,급속01,50
1923,전주부영6차,5604,완속01,7
1923,전주부영6차,5605,완속02,7
1923,전주부영6차,5606,완속03,7
1924,호성동LG동아,5607,급속01,50
1926,남원부영3차 아파트,5610,급속01,50
1926,남원부영3차 아파트,5611,완속01,7
1927,금광베네스타,5612,급속01,50
1927,금광베네스타,5613,완속01,7
1927,금광베네스타,8050,완속02,7
1927,금광베네스타,8051,완속03,7
1929,롯데인벤스가 아파트,5620,급속01,50
193,안좌변전소,277,완속01,7
1930,수송제일오투그란데2단지 아파트,5621,급속01,50
1930,수송제일오투그란데2단지 아파트,5622,완속01,7
1931,서곡대림 아파트,5625,급속01,50
1931,서곡대림 아파트,5626,완속01,7
1931,서곡대림 아파트,5627,완속02,7
1933,운암동남양휴튼,5631,급속01,50
1933,운암동남양휴튼,5632,완속01,7
1933,운암동남양휴튼,5633,완속02,7
1934,수완2차호반베르디움,5634,급속01,50
1936,신촌대주파크빌 아파트,5638,급속01,50
1938,첨단부영2차 아파트,5642,급속01,50
1939,첨단부영e그린타운1차 아파트,5643,급속01,50
1939,첨단부영e그린타운1차 아파트,5644,완속01,7
1939,첨단부영e그린타운1차 아파트,5645,완속02,7
194,상암월드컵경기장,605,급속01,50
194,상암월드컵경기장,606,급속02,50
194,상암월드컵경기장,607,급속03,50
194,상암월드컵경기장,608,급속04,50
194,상암월드컵경기장,609,급속05,50
194,상암월드컵경기장,610,급속06,50
194,상암월드컵경기장,611,급속07,50
194,상암월드컵경기장,612,완속01,7
194,상암월드컵경기장,613,완속02,7
194,상암월드컵경기장,614,완속03,7
1942,근화옥암베아채,5651,급속01,50
1942,근화옥암베아채,5652,완속01,7
1942,근화옥암베아채,5653,완속02,7
1942,근화옥암베아채,5654,완속03,7
1943,남악제일풍경채,5655,급속01,50
1944,순천두산위브1단지,5656,급속01,50
1944,순천두산위브1단지,5657,완속01,7
1944,순천두산위브1단지,5658,완속02,7
1944,순천두산위브1단지,5659,완속03,7
1945,여수청솔1차 아파트,5660,급속01,50
1945,여수청솔1차 아파트,5661,완속01,7
1945,여수청솔1차 아파트,5662,완속02,7
1945,여수청솔1차 아파트,5663,완속03,7
1946,태영1차,5664,급속01,50
1947,칠곡부영6단지 아파트,5665,급속01,50
1947,칠곡부영6단지 아파트,5666,완속01,7
1947,칠곡부영6단지 아파트,5667,완속02,7
1947,칠곡부영6단지 아파트,5668,완속03,7
1948,경산3차우방 아파트,5669,완속01,7
1948,경산3차우방 아파트,5670,완속02,7
1949,계양우방맨션,5671,완속01,7
1949,계양우방맨션,5672,완속02,7
1950,사동2지구화성파크드림,5673,급속01,50
1950,사동2지구화성파크드림,5674,완속01,7
1951,하양2차롯데낙천대 아파트,5675,급속01,50
1952,현대타운,5676,급속01,50
1952,현대타운,5677,완속01,7
1953,강변코오롱,5678,급속01,50
1953,강변코오롱,5679,완속01,7
1953,강변코오롱,5680,완속02,7
1954,세잔베르체,5681,완속01,7
1955,양덕삼구트리니엔3차,5682,급속01,50
1955,양덕삼구트리니엔3차,5683,완속01,7
1955,양덕삼구트리니엔3차,5684,완속02,7
1956,양덕풍림아이원,5685,급속01,50
1956,양덕풍림아이원,5686,급속02,50
1957,우방하이츠,5687,급속01,50
1957,우방하이츠,5688,완속01,7
1958,장성동롯데낙천대,5689,급속01,50
196,창원스포츠파크,616,급속01,50
196,창원스포츠파크,617,급속02,50
196,창원스포츠파크,618,급속03,50
196,창원스포츠파크,619,급속04,50
196,창원스포츠파크,620,급속05,50
196,창원스포츠파크,621,완속01,7
196,창원스포츠파크,622,완속02,7
1960,성서우방유쉘 아파트,5692,급속01,50
1960,성서우방유쉘 아파트,5693,완속01,7
1960,성서우방유쉘 아파트,5694,완속02,7
1961,월성동삼성래미안 아파트,5695,급속01,50
1961,월성동삼성래미안 아파트,5696,완속01,7
1961,월성동삼성래미안 아파트,5697,완속02,7
1961,월성동삼성래미안 아파트,5698,완속03,7
1962,월성코오롱하늘채1단지,5699,급속01,50
1962,월성코오롱하늘채1단지,5700,완속01,7
1962,월성코오롱하늘채1단지,5701,완속02,7
1962,월성코오롱하늘채1단지,5702,완속03,7
1963,제일풍경채센트럴,5703,급속01,50
1963,제일풍경채센트럴,5704,완속01,7
1963,제일풍경채센트럴,5705,완속02,7
1963,제일풍경채센트럴,5706,완속03,7
1963,제일풍경채센트럴,5707,완속04,7
1964,진천역대성스카이렉스,5708,급속01,50
1964,진천역대성스카이렉스,5709,완속01,7
1964,진천역대성스카이렉스,5710,완속02,7
1965,협성휴포레월성,5711,급속01,50
1966,대구혁신LH이노힐즈,5712,급속01,50
1966,대구혁신LH이노힐즈,5713,완속01,7
1966,대구혁신LH이노힐즈,5714,완속02,7
1967,신천휴먼시아5단지,5715,급속01,50
1967,신천휴먼시아5단지,5716,완속01,7
1967,신천휴먼시아5단지,5717,완속02,7
1968,우방한가람타운,5718,급속01,50
1968,우방한가람타운,5719,완속01,7
1968,우방한가람타운,5720,완속02,7
197,마산수출자유지역(관리원),624,급속01,50
197,마산수출자유지역(관리원),625,완속01,7
1970,삼도뷰엔빌스마트,5724,급속01,50
1971,용상5주공 아파트,5727,급속01,50
1971,용상5주공 아파트,5728,완속01,7
1975,양정현대2차 아파트,5736,급속01,50
1975,양정현대2차 아파트,5737,급속02,50
1977,동원로얄듀크비스타,5740,급속01,50
1977,동원로얄듀크비스타,5741,완속01,7
1977,동원로얄듀크비스타,5742,완속02,7
1977,동원로얄듀크비스타,5743,완속03,7
1977,동원로얄듀크비스타,5744,완속04,7
1978,학장동신구덕우성 아파트,5745,급속01,50
1978,학장동신구덕우성 아파트,5746,완속01,7
1979,화명롯데 아파트낙천대,5747,급속01,50
1979,화명롯데 아파트낙천대,5748,급속02,50
198,마산수출자유지역(표준3공장),626,급속01,50
198,마산수출자유지역(표준3공장),627,완속01,7
1980,화명한일유앤아이 아파트,5749,급속01,50
1980,화명한일유앤아이 아파트,5750,완속01,7
1980,화명한일유앤아이 아파트,5751,완속02,7
1980,화명한일유앤아이 아파트,5752,완속03,7
1980,화명한일유앤아이 아파트,5753,완속04,7
1981,구서SKVIEW1단지,5754,급속01,50
1982,부곡롯데캐슬디아망 아파트,5755,완속01,7
1982,부곡롯데캐슬디아망 아파트,5756,완속02,7
1983,사직쌍용예가 아파트,5757,급속01,50
1983,사직쌍용예가 아파트,5758,급속02,50
1983,사직쌍용예가 아파트,5759,완속01,7
1983,사직쌍용예가 아파트,5760,완속02,7
1983,사직쌍용예가 아파트,5761,완속03,7
1983,사직쌍용예가 아파트,5762,완속04,7
1984,연산경동메르빌,5763,급속01,50
1984,연산경동메르빌,5764,완속01,7
1984,연산경동메르빌,5765,완속02,7
1985,연산자이 아파트,5766,급속01,50
1985,연산자이 아파트,5767,급속02,50
1986,연산한양 아파트,5768,급속01,50
1986,연산한양 아파트,5769,완속01,7
1986,연산한양 아파트,5770,완속02,7
1987,다운동아 아파트,5771,급속01,50
1987,다운동아 아파트,5772,완속01,7
1987,다운동아 아파트,5773,완속02,7
1987,다운동아 아파트,5774,완속03,7
1988,아데라움 아파트,5775,급속01,50
199,종합경기장,628,급속01,50
199,종합경기장,629,급속02,50
199,종합경기장,630,급속03,50
199,종합경기장,631,급속04,50
199,종합경기장,632,급속05,50
1990,정림은하수타운,5779,완속01,7
1990,정림은하수타운,5780,완속02,7
1991,괴정신익타운 아파트,5781,완속01,7
1991,괴정신익타운 아파트,5782,완속02,7
1992,서부주공 아파트,5783,급속01,50
1992,서부주공 아파트,5784,완속01,7
1992,서부주공 아파트,5785,완속02,7
1993,명지국제호반베르디움1차,5786,급속01,50
1993,명지국제호반베르디움1차,5787,완속01,7
1993,명지국제호반베르디움1차,5788,완속02,7
1995,대권한빛아파트,5794,완속01,7
1995,대권한빛아파트,5795,완속02,7
1996,신성네스트빌,5796,완속01,7
1996,신성네스트빌,5797,완속02,7
1997,양덕코오롱하늘채,5798,급속01,50
1997,양덕코오롱하늘채,5799,완속01,7
1997,양덕코오롱하늘채,5800,완속02,7
1997,양덕코오롱하늘채,5801,완속03,7
1998,원계대동다숲아파트,5802,급속01,50
1998,원계대동다숲아파트,5803,완속01,7
1998,원계대동다숲아파트,5804,완속02,7
2,전력연구원,1168,완속03,7
2,전력연구원,5,급속01,50
2,전력연구원,598,완속02,7
2,전력연구원,6,완속01,7
20,남서울직할,1079,급속02,50
20,남서울직할,10866,완속02,7
20,남서울직할,111,완속01,7
20,남서울직할,1711,완속04,7
20,남서울직할,1712,완속05,7
20,남서울직할,1713,완속06,7
20,남서울직할,1714,완속07,7
20,남서울직할,1715,완속08,7
20,남서울직할,529,완속03,7
20,남서울직할,8857,완속01,7
20,남서울직할,8858,급속01,50
2000,대원대동1차 아파트,5807,급속01,50
2000,대원대동1차 아파트,5808,완속01,7
2001,대원파크빌 아파트,5809,급속01,50
2003,천수림 아파트,5813,급속01,50
2003,천수림 아파트,5814,완속01,7
2003,천수림 아파트,5815,완속02,7
2003,천수림 아파트,5816,완속03,7
2004,광려천메트로자이 아파트,5817,급속01,50
2004,광려천메트로자이 아파트,5818,완속01,7
2004,광려천메트로자이 아파트,5819,완속02,7
2005,광려천벽산블루밍 아파트,5820,급속01,50
2006,하대현대 아파트,5822,급속01,50
2006,하대현대 아파트,5823,완속01,7
2006,하대현대 아파트,5824,완속02,7
2006,하대현대 아파트,5825,완속03,7
2006,하대현대 아파트,5826,완속04,7
2007,한림풀에버 아파트,5827,급속01,50
2008,덕진왈츠1차,5828,완속01,7
2008,덕진왈츠1차,5829,완속02,7
2009,미수현대 아파트,5830,급속01,50
2009,미수현대 아파트,5831,완속01,7
201,포항지사출장소,436,급속01,50
2010,장원썬비치 아파트,5832,완속01,7
2011,하동대경송림타운,5833,완속01,7
2011,하동대경송림타운,5834,완속02,7
2012,아라주원라비앙,5835,완속01,7
2012,아라주원라비앙,5836,완속02,7
2013,연동뜨레모아 아파트,5837,완속01,7
2015,조천도화썬빌리지,5840,완속01,7
2015,조천도화썬빌리지,5841,완속02,7
2016,폴라리스빌5차,5842,완속01,7
2017,화북4 아파트,5843,급속01,50
2018,화북주공2 아파트,5844,급속01,50
2018,화북주공2 아파트,5845,완속01,7
2018,화북주공2 아파트,5846,완속02,7
2018,화북주공2 아파트,5847,완속03,7
2019,중문메리디안,5848,완속01,7
2019,중문메리디안,5849,완속02,7
2020,보성파워텍,5850,급속01,50
2022,엘지메트로시티 아파트(138동),5150,급속01,50
2022,엘지메트로시티 아파트(138동),5154,완속01,7
2023,엘지메트로시티 아파트(123동),5151,급속01,50
2023,엘지메트로시티 아파트(123동),5155,완속01,7
2024,엘지메트로시티 아파트(201동),5152,급속01,50
2024,엘지메트로시티 아파트(201동),5156,완속01,7
2024,엘지메트로시티 아파트(201동),5854,완속02,7
2026,구래동 주민센터,5863,급속01,50
2027,서종면사무소,5864,급속01,50
2029,이마트 진접점,5866,급속01,50
2030,하나로마트 진접점,5867,급속01,50
2030,하나로마트 진접점,5868,급속02,50
2032,양주시청,5870,급속01,50
2032,양주시청,5871,급속02,50
2033,이마트 양주점,5872,급속01,50
2034,이마트 포천점,5873,급속01,50
2036,전곡읍사무소,5875,급속01,50
2041,고양종합터미널환승주차장,5882,급속01,50
2042,능곡주민센터,5883,급속01,50
2043,여성회관(행신동),5884,급속01,50
2044,탄현역 환승공영주차장,5885,급속01,50
2046,화정환승공영주차장,5887,급속01,50
2047,상면사무소,5888,급속01,50
2049,조종면사무소,5890,급속01,50
2052,남서울농협 하나로마트 우면점,5894,급속01,50
2054,이마트 TR 수원점,5897,급속01,50
2061,모현농협 하나로마트,5904,급속01,50
2061,모현농협 하나로마트,5905,급속02,50
2062,이마트 안성점,5906,급속01,50
2064,수원농협 하나로마트 봉담점,5908,급속01,50
2068,이마트 동백점,5913,급속01,50
207,서울시청,638,급속01,50
207,서울시청,639,급속02,50
2071,부평아트센터,5917,급속01,50
2072,삼산농산물도매시장,5918,급속01,50
2073,강화군청,5919,급속01,50
2074,마니산국민관광지,5920,급속01,50
2075,대야 제3공영주차장,5921,급속01,50
2076,시청 입구 주차장,5922,급속01,50
2077,고촌읍 주민센터,5923,급속01,50
2079,김포시청 주차장,5925,급속01,50
208,응암3동 공영주차장,640,급속01,50
2080,서림초교 뒤 공영주차장,5926,급속01,50
2081,인천업사이클 에코센터,5927,급속01,50
2082,공지천 공영주차장,5928,급속01,50
2083,김유정문학마을,5930,급속01,50
2084,남산면사무소,5931,급속01,50
2085,동내면사무소,5932,급속01,50
2086,신사우동사무소,5933,급속01,50
2087,애니메이션박물관,5934,급속01,50
2087,애니메이션박물관,5935,급속02,50
2088,의암빙상장,5936,급속01,50
2089,이마트 춘천점,10896,급속02,50
2089,이마트 춘천점,5937,급속01,50
